(0.56, 1.70, 15.75)
(0.56, 1.70, 15.75)
(0.56, 1.70, 15.75)
(0.57, 1.69, 15.75)
(0.57, 1.69, 15.75)
(0.57, 1.68, 15.75)
(0.57, 1.67, 15.74)
(0.57, 1.67, 15.74)
(0.57, 1.67, 15.74)
(0.57, 1.67, 15.74)
(0.57, 1.67, 15.74)
(0.57, 1.67, 15.75)
(0.57, 1.67, 15.75)
(0.57, 1.67, 15.75)
(0.57, 1.67, 15.75)
(0.58, 1.67, 15.75)
(0.58, 1.67, 15.75)
(0.58, 1.67, 15.75)
(0.58, 1.67, 15.75)
(0.58, 1.67, 15.75)
(0.58, 1.67, 15.76)
(0.58, 1.67, 15.76)
(0.58, 1.67, 15.76)
(0.58, 1.67, 15.77)
(0.58, 1.67, 15.77)
(0.58, 1.67, 15.77)
(0.57, 1.67, 15.78)
(0.57, 1.67, 15.78)
(0.57, 1.67, 15.78)
(0.57, 1.67, 15.78)
(0.57, 1.67, 15.79)
(0.57, 1.67, 15.79)
(0.57, 1.67, 15.79)
(0.57, 1.67, 15.80)
(0.57, 1.67, 15.80)
(0.57, 1.67, 15.81)
(0.57, 1.67, 15.81)
(0.57, 1.68, 15.81)
(0.57, 1.67, 15.81)
(0.57, 1.67, 15.81)
(0.57, 1.67, 15.81)
(0.57, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.81)
(0.56, 1.67, 15.81)
(0.56, 1.67, 15.81)
(0.56, 1.67, 15.81)
(0.56, 1.67, 15.81)
(0.56, 1.67, 15.80)
(0.55, 1.67, 15.80)
(0.55, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.80)
(0.56, 1.67, 15.81)
(0.55, 1.67, 15.81)
(0.55, 1.67, 15.81)
(0.54, 1.67, 15.81)
(0.54, 1.67, 15.81)
(0.53, 1.67, 15.81)
(0.54, 1.68, 15.81)
(0.53, 1.68, 15.82)
(0.52, 1.68, 15.82)
(0.52, 1.68, 15.82)
(0.52, 1.68, 15.82)
(0.51, 1.68, 15.81)
(0.51, 1.68, 15.81)
(0.52, 1.68, 15.81)
(0.52, 1.68, 15.80)
(0.52, 1.68, 15.80)
(0.52, 1.68, 15.79)
(0.52, 1.68, 15.78)
(0.52, 1.68, 15.78)
(0.52, 1.68, 15.77)
(0.52, 1.68, 15.76)
(0.52, 1.68, 15.75)
(0.52, 1.68, 15.75)
(0.52, 1.68, 15.74)
(0.53, 1.68, 15.73)
(0.53, 1.68, 15.73)
(0.53, 1.68, 15.72)
(0.54, 1.68, 15.72)
(0.54, 1.68, 15.72)
(0.54, 1.67, 15.71)
(0.54, 1.67, 15.71)
