(0.28, 1.49, 15.76)
(0.27, 1.48, 15.77)
(0.27, 1.48, 15.77)
(0.21, 1.47, 15.76)
(0.20, 1.47, 15.76)
(0.19, 1.47, 15.75)
(0.17, 1.47, 15.74)
(0.16, 1.48, 15.73)
(0.15, 1.48, 15.72)
(0.15, 1.47, 15.71)
(0.14, 1.47, 15.70)
(0.14, 1.46, 15.68)
(0.15, 1.46, 15.67)
(0.15, 1.45, 15.66)
(0.16, 1.45, 15.65)
(0.17, 1.45, 15.65)
(0.18, 1.45, 15.64)
(0.18, 1.45, 15.64)
(0.19, 1.44, 15.64)
(0.21, 1.44, 15.63)
(0.22, 1.44, 15.63)
(0.24, 1.43, 15.63)
(0.25, 1.43, 15.63)
(0.26, 1.42, 15.64)
(0.26, 1.42, 15.65)
(0.25, 1.42, 15.66)
(0.25, 1.42, 15.67)
(0.24, 1.42, 15.67)
(0.24, 1.42, 15.67)
(0.24, 1.42, 15.67)
(0.24, 1.42, 15.67)
(0.23, 1.42, 15.67)
(0.23, 1.42, 15.67)
(0.23, 1.42, 15.67)
(0.23, 1.42, 15.67)
(0.22, 1.42, 15.67)
(0.22, 1.42, 15.66)
(0.22, 1.42, 15.66)
(0.22, 1.42, 15.66)
(0.22, 1.42, 15.66)
(0.22, 1.42, 15.65)
(0.22, 1.42, 15.65)
(0.22, 1.42, 15.65)
(0.22, 1.42, 15.65)
(0.22, 1.42, 15.65)
(0.22, 1.42, 15.65)
(0.21, 1.42, 15.65)
(0.21, 1.42, 15.65)
(0.21, 1.42, 15.65)
(0.21, 1.42, 15.65)
(0.21, 1.42, 15.65)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.22, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.42, 15.64)
(0.21, 1.43, 15.64)
(0.20, 1.43, 15.64)
(0.20, 1.42, 15.64)
(0.20, 1.42, 15.65)
(0.20, 1.42, 15.66)
(0.20, 1.42, 15.67)
(0.20, 1.42, 15.68)
(0.20, 1.42, 15.69)
(0.20, 1.42, 15.69)
(0.20, 1.42, 15.69)
(0.19, 1.42, 15.70)
(0.18, 1.42, 15.70)
(0.18, 1.42, 15.70)
(0.17, 1.42, 15.70)
(0.17, 1.42, 15.70)
(0.16, 1.42, 15.70)
(0.16, 1.42, 15.71)
(0.16, 1.42, 15.71)
(0.17, 1.42, 15.71)
(0.17, 1.42, 15.71)
(0.17, 1.42, 15.71)
(0.17, 1.42, 15.72)
(0.18, 1.42, 15.72)
(0.18, 1.42, 15.71)
(0.19, 1.42, 15.71)
(0.19, 1.42, 15.71)
(0.20, 1.42, 15.70)
(0.20, 1.42, 15.69)
(0.21, 1.42, 15.69)
(0.21, 1.42, 15.68)
(0.21, 1.42, 15.68)
(0.21, 1.42, 15.68)
(0.21, 1.42, 15.68)
(0.21, 1.42, 15.67)
(0.21, 1.42, 15.67)
(0.20, 1.42, 15.67)
(0.20, 1.42, 15.67)
(0.20, 1.42, 15.67)
(0.20, 1.41, 15.67)
(0.20, 1.41, 15.67)
(0.21, 1.41, 15.67)
(0.21, 1.41, 15.66)
(0.21, 1.41, 15.66)
(0.22, 1.41, 15.66)
(0.22, 1.41, 15.66)
(0.22, 1.41, 15.66)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.22, 1.41, 15.67)
(0.23, 1.41, 15.67)
(0.23, 1.41, 15.67)
(0.23, 1.41, 15.67)
(0.23, 1.41, 15.67)
(0.24, 1.41, 15.67)
(0.24, 1.41, 15.67)
(0.24, 1.41, 15.67)
(0.24, 1.41, 15.67)
(0.25, 1.41, 15.66)
(0.25, 1.41, 15.66)
(0.25, 1.41, 15.66)
(0.25, 1.41, 15.66)
(0.25, 1.41, 15.66)
(0.25, 1.41, 15.66)
(0.25, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.66)
(0.24, 1.41, 15.67)
(0.24, 1.41, 15.67)
(0.23, 1.41, 15.67)
(0.23, 1.41, 15.68)
(0.23, 1.41, 15.68)
(0.22, 1.41, 15.68)
(0.21, 1.41, 15.69)
(0.21, 1.41, 15.70)
(0.21, 1.42, 15.71)
(0.20, 1.42, 15.72)
(0.20, 1.43, 15.73)
(0.21, 1.44, 15.74)
(0.21, 1.45, 15.74)
(0.22, 1.45, 15.74)
(0.22, 1.45, 15.74)
(0.23, 1.46, 15.74)
(0.24, 1.46, 15.74)
(0.25, 1.46, 15.73)
(0.26, 1.45, 15.72)
(0.27, 1.45, 15.71)
(0.28, 1.44, 15.69)
(0.29, 1.43, 15.68)
(0.32, 1.43, 15.67)
(0.35, 1.43, 15.66)
(0.39, 1.42, 15.65)
(0.44, 1.43, 15.64)
(0.48, 1.42, 15.64)
(0.50, 1.42, 15.65)
(0.52, 1.43, 15.67)
(0.53, 1.43, 15.69)
(0.53, 1.43, 15.70)
(0.52, 1.44, 15.71)
(0.52, 1.44, 15.71)
(0.52, 1.44, 15.71)
(0.52, 1.45, 15.72)
(0.52, 1.45, 15.74)
(0.52, 1.45, 15.74)
(0.51, 1.45, 15.74)
(0.51, 1.46, 15.74)
(0.52, 1.46, 15.74)
(0.52, 1.46, 15.74)
(0.53, 1.46, 15.74)
(0.53, 1.47, 15.74)
(0.53, 1.47, 15.74)
(0.53, 1.47, 15.74)
(0.52, 1.47, 15.73)
(0.51, 1.48, 15.72)
(0.49, 1.48, 15.72)
(0.48, 1.48, 15.72)
(0.47, 1.48, 15.71)
(0.46, 1.48, 15.71)
(0.45, 1.48, 15.70)
(0.44, 1.48, 15.69)
(0.42, 1.48, 15.68)
(0.41, 1.48, 15.68)
(0.39, 1.48, 15.67)
(0.37, 1.48, 15.67)
(0.35, 1.47, 15.67)
(0.32, 1.47, 15.67)
(0.30, 1.46, 15.68)
(0.29, 1.46, 15.68)
(0.28, 1.46, 15.68)
(0.28, 1.45, 15.68)
(0.28, 1.45, 15.68)
(0.28, 1.45, 15.69)
(0.28, 1.45, 15.69)
(0.28, 1.45, 15.70)
(0.28, 1.45, 15.70)
(0.28, 1.45, 15.70)
(0.29, 1.45, 15.70)
(0.29, 1.45, 15.70)
(0.28, 1.45, 15.70)
(0.27, 1.45, 15.70)
(0.26, 1.45, 15.70)
(0.26, 1.45, 15.69)
(0.25, 1.45, 15.69)
(0.25, 1.44, 15.68)
(0.25, 1.43, 15.68)
(0.25, 1.43, 15.67)
(0.25, 1.43, 15.66)
(0.24, 1.42, 15.65)
(0.21, 1.41, 15.64)
(0.17, 1.41, 15.64)
(0.10, 1.40, 15.65)
(0.04, 1.39, 15.65)
(-0.01, 1.40, 15.65)
(-0.06, 1.40, 15.65)
(-0.11, 1.40, 15.63)
(-0.16, 1.39, 15.60)
(-0.20, 1.38, 15.56)
(-0.23, 1.37, 15.49)
(-0.28, 1.37, 15.37)
(-0.32, 1.38, 15.27)
(-0.37, 1.38, 15.20)
(-0.41, 1.38, 15.15)
(-0.45, 1.37, 15.11)
(-0.50, 1.36, 15.09)
(-0.57, 1.34, 15.08)
(-0.64, 1.34, 15.07)
(-0.71, 1.34, 15.05)
(-0.75, 1.34, 15.04)
(-0.76, 1.33, 15.02)
(-0.77, 1.33, 15.01)
(-0.77, 1.33, 15.00)
(-0.77, 1.34, 14.99)
(-0.76, 1.33, 14.99)
(-0.76, 1.33, 14.98)
(-0.77, 1.32, 14.97)
(-0.77, 1.32, 14.96)
(-0.78, 1.31, 14.97)
(-0.78, 1.31, 14.98)
(-0.79, 1.31, 15.00)
(-0.78, 1.31, 15.02)
(-0.76, 1.31, 15.03)
(-0.77, 1.31, 15.03)
(-0.81, 1.30, 15.02)
(-0.86, 1.28, 15.01)
(-0.88, 1.27, 15.01)
(-0.86, 1.28, 15.03)
(-0.84, 1.30, 15.05)
(-0.81, 1.32, 15.07)
(-0.79, 1.33, 15.10)
(-0.77, 1.33, 15.12)
(-0.78, 1.34, 15.14)
(-0.82, 1.34, 15.17)
(-0.85, 1.34, 15.18)
(-0.87, 1.34, 15.19)
(-0.87, 1.34, 15.19)
(-0.86, 1.35, 15.20)
(-0.86, 1.35, 15.20)
(-0.86, 1.35, 15.20)
(-0.85, 1.35, 15.20)
(-0.84, 1.36, 15.20)
(-0.83, 1.36, 15.20)
(-0.82, 1.36, 15.21)
(-0.80, 1.37, 15.22)
(-0.76, 1.37, 15.23)
(-0.72, 1.39, 15.25)
(-0.66, 1.41, 15.29)
(-0.59, 1.42, 15.31)
(-0.53, 1.42, 15.32)
(-0.49, 1.42, 15.34)
(-0.47, 1.41, 15.36)
(-0.47, 1.40, 15.40)
(-0.48, 1.40, 15.46)
(-0.50, 1.39, 15.56)
(-0.50, 1.39, 15.68)
(-0.51, 1.40, 15.80)
(-0.52, 1.42, 15.91)
(-0.55, 1.42, 16.00)
(-0.58, 1.41, 16.08)
(-0.62, 1.40, 16.14)
(-0.67, 1.42, 16.20)
(-0.69, 1.42, 16.27)
(-0.70, 1.42, 16.34)
(-0.70, 1.41, 16.41)
(-0.69, 1.41, 16.47)
(-0.69, 1.41, 16.50)
(-0.68, 1.41, 16.51)
(-0.68, 1.41, 16.50)
(-0.68, 1.41, 16.48)
(-0.69, 1.41, 16.47)
(-0.70, 1.41, 16.45)
(-0.70, 1.41, 16.45)
(-0.71, 1.42, 16.45)
(-0.72, 1.42, 16.45)
(-0.72, 1.43, 16.45)
