(0.49, 1.74, 15.89)
(0.49, 1.74, 15.89)
(0.49, 1.74, 15.89)
(0.50, 1.74, 15.88)
(0.50, 1.74, 15.87)
(0.50, 1.74, 15.87)
(0.50, 1.74, 15.87)
(0.50, 1.74, 15.86)
(0.50, 1.74, 15.86)
(0.50, 1.74, 15.86)
(0.50, 1.73, 15.85)
(0.50, 1.72, 15.84)
(0.50, 1.71, 15.83)
(0.50, 1.70, 15.83)
(0.50, 1.69, 15.83)
(0.51, 1.69, 15.83)
(0.51, 1.69, 15.83)
(0.51, 1.69, 15.83)
(0.52, 1.68, 15.83)
(0.52, 1.67, 15.83)
(0.52, 1.67, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.66, 15.83)
(0.51, 1.65, 15.83)
(0.51, 1.65, 15.83)
(0.51, 1.65, 15.83)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.51, 1.65, 15.84)
(0.52, 1.65, 15.85)
(0.52, 1.65, 15.85)
(0.52, 1.65, 15.85)
(0.52, 1.65, 15.85)
(0.52, 1.65, 15.86)
(0.52, 1.65, 15.86)
(0.52, 1.65, 15.86)
(0.52, 1.65, 15.86)
(0.52, 1.65, 15.86)
(0.51, 1.65, 15.86)
(0.51, 1.65, 15.86)
(0.51, 1.65, 15.86)
(0.51, 1.65, 15.86)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.85)
(0.50, 1.65, 15.85)
(0.50, 1.65, 15.85)
(0.50, 1.65, 15.85)
(0.50, 1.65, 15.85)
(0.50, 1.64, 15.85)
(0.50, 1.64, 15.85)
(0.49, 1.64, 15.85)
(0.49, 1.65, 15.85)
(0.49, 1.65, 15.85)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.86)
(0.50, 1.65, 15.86)
