(0.27, 1.62, 15.34)
(0.27, 1.62, 15.34)
(0.28, 1.62, 15.35)
(0.30, 1.55, 15.36)
(0.30, 1.54, 15.36)
(0.29, 1.53, 15.36)
(0.29, 1.52, 15.35)
(0.28, 1.51, 15.34)
(0.27, 1.49, 15.34)
(0.25, 1.48, 15.33)
(0.24, 1.48, 15.32)
(0.24, 1.48, 15.32)
(0.25, 1.49, 15.32)
(0.27, 1.51, 15.31)
(0.29, 1.52, 15.31)
(0.31, 1.53, 15.32)
(0.33, 1.54, 15.33)
(0.35, 1.54, 15.34)
(0.37, 1.54, 15.34)
(0.40, 1.54, 15.36)
(0.42, 1.54, 15.36)
(0.43, 1.54, 15.37)
(0.44, 1.54, 15.38)
(0.45, 1.54, 15.38)
(0.45, 1.54, 15.38)
(0.46, 1.53, 15.38)
(0.46, 1.53, 15.38)
(0.46, 1.53, 15.38)
(0.45, 1.52, 15.38)
(0.45, 1.52, 15.38)
(0.46, 1.52, 15.38)
(0.47, 1.52, 15.38)
(0.48, 1.51, 15.38)
(0.49, 1.51, 15.38)
(0.50, 1.51, 15.38)
(0.51, 1.51, 15.38)
(0.52, 1.51, 15.38)
(0.54, 1.51, 15.38)
(0.54, 1.50, 15.38)
(0.55, 1.50, 15.38)
(0.56, 1.50, 15.39)
(0.57, 1.50, 15.39)
(0.57, 1.49, 15.40)
(0.58, 1.49, 15.41)
(0.58, 1.49, 15.42)
(0.58, 1.48, 15.43)
(0.59, 1.48, 15.43)
(0.59, 1.48, 15.43)
(0.59, 1.47, 15.43)
(0.59, 1.46, 15.43)
(0.59, 1.45, 15.43)
(0.59, 1.45, 15.43)
(0.60, 1.45, 15.44)
(0.60, 1.45, 15.43)
(0.60, 1.45, 15.43)
(0.60, 1.45, 15.43)
(0.60, 1.45, 15.42)
(0.60, 1.45, 15.42)
(0.60, 1.45, 15.42)
(0.59, 1.45, 15.41)
(0.59, 1.46, 15.41)
(0.59, 1.46, 15.41)
(0.58, 1.46, 15.41)
(0.58, 1.46, 15.41)
(0.59, 1.46, 15.40)
(0.59, 1.46, 15.40)
(0.59, 1.45, 15.40)
(0.58, 1.45, 15.40)
(0.58, 1.45, 15.41)
(0.58, 1.45, 15.41)
(0.58, 1.46, 15.41)
(0.58, 1.46, 15.41)
(0.58, 1.46, 15.41)
(0.58, 1.46, 15.41)
(0.59, 1.47, 15.41)
(0.59, 1.47, 15.41)
(0.59, 1.47, 15.41)
(0.60, 1.47, 15.41)
(0.60, 1.47, 15.41)
(0.60, 1.47, 15.40)
(0.60, 1.47, 15.40)
(0.60, 1.47, 15.40)
(0.60, 1.47, 15.40)
(0.60, 1.47, 15.40)
(0.61, 1.47, 15.40)
(0.61, 1.47, 15.40)
(0.62, 1.47, 15.40)
(0.62, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.47, 15.40)
(0.63, 1.46, 15.40)
(0.63, 1.46, 15.40)
(0.62, 1.46, 15.40)
(0.62, 1.46, 15.39)
(0.61, 1.46, 15.39)
(0.61, 1.47, 15.38)
(0.61, 1.47, 15.38)
(0.61, 1.47, 15.38)
(0.61, 1.46, 15.38)
(0.61, 1.46, 15.38)
(0.62, 1.46, 15.38)
(0.63, 1.46, 15.38)
(0.63, 1.46, 15.37)
(0.64, 1.46, 15.37)
(0.64, 1.46, 15.37)
(0.64, 1.46, 15.37)
(0.64, 1.46, 15.37)
(0.64, 1.47, 15.37)
(0.63, 1.47, 15.37)
(0.63, 1.47, 15.37)
(0.63, 1.47, 15.37)
(0.62, 1.47, 15.36)
(0.62, 1.47, 15.36)
(0.62, 1.47, 15.35)
(0.61, 1.48, 15.34)
(0.61, 1.48, 15.34)
(0.61, 1.49, 15.33)
(0.62, 1.49, 15.34)
(0.62, 1.49, 15.34)
(0.62, 1.49, 15.34)
(0.62, 1.48, 15.34)
(0.63, 1.48, 15.34)
(0.63, 1.48, 15.34)
(0.63, 1.48, 15.35)
(0.62, 1.48, 15.35)
(0.62, 1.48, 15.35)
(0.62, 1.48, 15.36)
(0.62, 1.49, 15.36)
(0.62, 1.49, 15.37)
(0.62, 1.49, 15.37)
(0.62, 1.50, 15.37)
(0.62, 1.50, 15.37)
(0.61, 1.50, 15.36)
(0.61, 1.50, 15.36)
(0.61, 1.50, 15.36)
(0.60, 1.50, 15.36)
(0.60, 1.50, 15.36)
(0.60, 1.50, 15.36)
(0.60, 1.50, 15.36)
(0.60, 1.50, 15.37)
(0.61, 1.50, 15.38)
(0.61, 1.50, 15.40)
(0.60, 1.49, 15.39)
(0.58, 1.49, 15.38)
(0.54, 1.47, 15.35)
(0.50, 1.46, 15.33)
(0.47, 1.46, 15.33)
(0.45, 1.46, 15.32)
(0.44, 1.46, 15.31)
(0.43, 1.46, 15.30)
(0.41, 1.47, 15.29)
(0.39, 1.48, 15.29)
(0.36, 1.48, 15.28)
(0.34, 1.48, 15.28)
(0.31, 1.48, 15.27)
(0.27, 1.49, 15.27)
(0.23, 1.48, 15.26)
(0.22, 1.47, 15.25)
(0.21, 1.47, 15.24)
(0.19, 1.50, 15.22)
(0.18, 1.53, 15.20)
(0.16, 1.55, 15.20)
(0.16, 1.55, 15.19)
(0.18, 1.55, 15.17)
(0.20, 1.53, 15.15)
(0.23, 1.50, 15.12)
(0.27, 1.46, 15.08)
(0.30, 1.42, 15.02)
(0.34, 1.36, 14.94)
(0.36, 1.27, 14.87)
(0.38, 1.18, 14.82)
(0.39, 1.11, 14.79)
(0.39, 1.10, 14.78)
(0.38, 1.15, 14.78)
(0.36, 1.20, 14.78)
(0.34, 1.25, 14.81)
(0.32, 1.30, 14.83)
(0.32, 1.32, 14.87)
(0.32, 1.30, 14.88)
(0.32, 1.27, 14.88)
(0.31, 1.23, 14.87)
(0.32, 1.20, 14.87)
(0.34, 1.17, 14.86)
(0.35, 1.15, 14.85)
(0.36, 1.14, 14.84)
(0.36, 1.15, 14.84)
(0.37, 1.17, 14.84)
(0.37, 1.22, 14.86)
(0.36, 1.28, 14.88)
(0.35, 1.35, 14.92)
(0.33, 1.42, 14.97)
(0.31, 1.47, 15.03)
(0.30, 1.50, 15.08)
(0.29, 1.51, 15.12)
(0.29, 1.52, 15.14)
(0.28, 1.52, 15.17)
(0.27, 1.53, 15.19)
(0.25, 1.52, 15.21)
(0.22, 1.51, 15.24)
(0.17, 1.50, 15.29)
