SpaceVideFront ;11; seconds
TVLeft ;14; seconds
Floorready ;17; seconds
Chair ;1; seconds
HandColliderRight(Clone) ;11; seconds
TVCenter ;5; seconds
ApplePrefab ;0; seconds
card ;0; seconds
TVRight ;10; seconds
safe ;1; seconds
PizzaSliceprefab ;1; seconds
plate ;0; seconds
Metal_box ;0; seconds
Walls ;9; seconds
13917_Pepperoni_v2 ;0; seconds
Cables ;0; seconds
Fridge_door ;1; seconds
Poster ;5; seconds
SF_Door ;7; seconds
Fridge ;10; seconds
ShinRamen ;0; seconds
PineapllePrefab (3) ;3; seconds
SodaCanPrefab ;0; seconds
Whisky_Bottle ;1; seconds
SandwichPrefab ;0; seconds
PineapllePrefab (5) ;0; seconds
SwitchBoxDoorStatic ;2; seconds
frame ;2; seconds
door ;1; seconds
Computer ;57; seconds
PineapllePrefab (4) ;0; seconds
TVset4 ;0; seconds
WallTVs ;0; seconds
TVMessage ;5; seconds
Collider ;0; seconds
Base ;0; seconds
EndLevelZone ;1; seconds
Collider ;0; seconds
Collider ;0; seconds
SpaceVideUp ;0; seconds
HandColliderLeft(Clone) ;0; seconds
