(0.15, 1.59, 15.21)
(0.15, 1.59, 15.21)
(0.15, 1.59, 15.21)
(0.16, 1.58, 15.20)
(0.16, 1.56, 15.20)
(0.17, 1.53, 15.19)
(0.18, 1.51, 15.19)
(0.18, 1.49, 15.19)
(0.19, 1.49, 15.18)
(0.19, 1.49, 15.18)
(0.18, 1.49, 15.18)
(0.18, 1.49, 15.18)
(0.18, 1.49, 15.17)
(0.19, 1.51, 15.16)
(0.20, 1.53, 15.16)
(0.22, 1.54, 15.16)
(0.26, 1.55, 15.17)
(0.31, 1.56, 15.20)
(0.34, 1.57, 15.22)
(0.37, 1.59, 15.24)
(0.38, 1.59, 15.25)
(0.38, 1.61, 15.25)
(0.38, 1.63, 15.26)
(0.38, 1.64, 15.26)
(0.37, 1.64, 15.26)
(0.37, 1.64, 15.26)
(0.37, 1.64, 15.25)
(0.37, 1.63, 15.25)
(0.37, 1.63, 15.25)
(0.37, 1.63, 15.24)
(0.37, 1.63, 15.24)
(0.37, 1.63, 15.24)
(0.37, 1.63, 15.25)
(0.38, 1.63, 15.25)
(0.38, 1.63, 15.25)
(0.39, 1.63, 15.25)
(0.39, 1.63, 15.25)
(0.39, 1.63, 15.24)
(0.39, 1.63, 15.24)
(0.40, 1.63, 15.24)
(0.40, 1.62, 15.24)
(0.40, 1.62, 15.24)
(0.40, 1.62, 15.24)
(0.40, 1.63, 15.24)
(0.41, 1.64, 15.25)
(0.41, 1.64, 15.25)
(0.41, 1.65, 15.25)
(0.41, 1.65, 15.25)
(0.41, 1.64, 15.26)
(0.41, 1.64, 15.26)
(0.40, 1.64, 15.26)
(0.41, 1.64, 15.26)
(0.40, 1.64, 15.26)
(0.40, 1.64, 15.26)
(0.40, 1.64, 15.26)
(0.40, 1.64, 15.26)
(0.40, 1.63, 15.26)
(0.40, 1.63, 15.26)
(0.40, 1.63, 15.27)
(0.40, 1.63, 15.27)
(0.40, 1.64, 15.27)
(0.40, 1.64, 15.27)
(0.40, 1.64, 15.27)
(0.40, 1.63, 15.27)
(0.41, 1.63, 15.26)
(0.41, 1.63, 15.26)
(0.41, 1.63, 15.26)
(0.41, 1.63, 15.26)
(0.41, 1.63, 15.26)
(0.41, 1.63, 15.26)
