SpaceVideFront ;36; seconds
TVCenter ;7; seconds
Floorready ;9; seconds
TVLeft ;4; seconds
Cables ;22; seconds
Fridge_door ;7; seconds
Fridge ;5; seconds
Capsule ;0; seconds
SwitchBoxDoorStatic ;0; seconds
SF_Door ;18; seconds
Walls ;15; seconds
ShinRamen ;0; seconds
PineapllePrefab 1 ;3; seconds
TVRight ;3; seconds
OldExtinguisher ;3; seconds
safe ;16; seconds
door ;14; seconds
Metal_box ;0; seconds
WallTVs ;5; seconds
PizzaSliceprefabStatic ;0; seconds
13917_Pepperoni_v2 ;0; seconds
pokretlo ;32; seconds
remote control TV ;0; seconds
Computer ;25; seconds
PineapllePrefab 2 ;8; seconds
Whisky_Bottle ;0; seconds
SodaCanPrefab ;0; seconds
SandwichPrefab ;0; seconds
PineapllePrefab ;4; seconds
frame ;0; seconds
door ;0; seconds
Chair ;2; seconds
HandColliderRight(Clone) ;0; seconds
ApplePrefab ;0; seconds
card ;1; seconds
Flash Drive USB ;0; seconds
TVset4 ;0; seconds
plate ;0; seconds
Lock ;0; seconds
Revolver ;3; seconds
SwitchBoxDoorInteractable ;0; seconds
13917_Pepperoni_v2 ;0; seconds
PizzaSliceprefab ;0; seconds
PizzaNotePrefab ;0; seconds
EndLevelZone ;6; seconds
