SpaceVideFront ;125; seconds
TVLeft ;0; seconds
Floorready ;28; seconds
Chair ;0; seconds
TVCenter ;1; seconds
TVRight ;5; seconds
Walls ;6; seconds
Chess ;34; seconds
Computer ;10; seconds
SF_Door ;33; seconds
13917_Pepperoni_v2 ;0; seconds
safe ;11; seconds
door ;5; seconds
WallTVs ;2; seconds
TVset4 ;0; seconds
PineapllePrefab (4) ;3; seconds
PizzaSliceprefab ;0; seconds
Fridge_door ;5; seconds
Fridge ;44; seconds
Poster ;4; seconds
ShinRamen ;0; seconds
PineapllePrefab (3) ;2; seconds
Cables ;4; seconds
Whisky_Bottle ;0; seconds
ChessPieceBlack3 ;0; seconds
ApplePrefab ;0; seconds
SandwichPrefab ;0; seconds
HandColliderRight(Clone) ;4; seconds
SwitchBoxDoorInteractable ;1; seconds
frame ;1; seconds
door ;3; seconds
SodaNote ;9; seconds
plate ;1; seconds
remote control TV ;1; seconds
Icon ;2; seconds
pokretlo ;4; seconds
OldExtinguisher ;0; seconds
HandColliderLeft(Clone) ;0; seconds
SpaceVideUp ;8; seconds
ScrollHint2 ;12; seconds
SodaCanPrefab ;4; seconds
ScrollHint3 ;21; seconds
key ;0; seconds
EndLevelZone ;0; seconds
