(0.57, 1.85, 15.61)
(0.57, 1.85, 15.62)
(0.57, 1.85, 15.62)
(0.56, 1.81, 15.59)
(0.56, 1.79, 15.58)
(0.56, 1.76, 15.56)
(0.56, 1.72, 15.55)
(0.55, 1.70, 15.54)
(0.55, 1.69, 15.53)
(0.55, 1.69, 15.52)
(0.55, 1.69, 15.52)
(0.56, 1.68, 15.51)
(0.55, 1.70, 15.50)
(0.55, 1.73, 15.49)
(0.54, 1.76, 15.50)
(0.54, 1.78, 15.51)
(0.55, 1.80, 15.52)
(0.55, 1.80, 15.54)
(0.56, 1.81, 15.55)
(0.56, 1.81, 15.57)
(0.57, 1.82, 15.58)
(0.57, 1.82, 15.59)
(0.57, 1.82, 15.60)
(0.57, 1.82, 15.60)
(0.57, 1.82, 15.60)
(0.57, 1.82, 15.60)
(0.57, 1.82, 15.59)
(0.56, 1.82, 15.59)
(0.56, 1.82, 15.59)
(0.56, 1.82, 15.59)
(0.56, 1.82, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.54, 1.81, 15.58)
(0.54, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.58)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.54, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
(0.55, 1.81, 15.59)
