SpaceVideFront ;22; seconds
TVCenter ;8; seconds
Chair ;12; seconds
Floorready ;43; seconds
TVLeft ;6; seconds
WallTVs ;8; seconds
Walls ;17; seconds
13917_Pepperoni_v2 ;0; seconds
PizzaSliceprefabStatic ;2; seconds
plate ;0; seconds
safe ;17; seconds
door ;25; seconds
pokretlo ;39; seconds
Computer ;26; seconds
SF_Door ;29; seconds
Cables ;31; seconds
Fridge_door ;9; seconds
PineapllePrefab ;8; seconds
Fridge ;10; seconds
ShinRamen ;2; seconds
PineapllePrefab 1 ;1; seconds
HandColliderRight(Clone) ;12; seconds
Whisky_Bottle ;3; seconds
SandwichPrefab ;3; seconds
SodaCanPrefab ;1; seconds
Poster ;5; seconds
SwitchBoxDoorStatic ;1; seconds
frame ;0; seconds
door ;0; seconds
TVRight ;5; seconds
PineapllePrefab 2 ;6; seconds
OldExtinguisher ;13; seconds
ApplePrefab ;0; seconds
TVset4 ;0; seconds
remote control TV ;1; seconds
Metal_box ;0; seconds
Revolver ;9; seconds
card ;2; seconds
Flash Drive USB ;0; seconds
PizzaSliceprefab ;1; seconds
13917_Pepperoni_v2 ;0; seconds
PizzaNotePrefab ;1; seconds
plate ;0; seconds
SwitchBoxDoorInteractable ;2; seconds
SwitchBoxSlider1 ;0; seconds
EndLevelZone ;0; seconds
