SpaceVideFront ;46; seconds
TVCenter ;4; seconds
Floorready ;59; seconds
Chair ;9; seconds
card ;1; seconds
HandColliderRight(Clone) ;6; seconds
TVLeft ;1; seconds
TVRight ;4; seconds
OldExtinguisher ;2; seconds
PizzaSliceprefab ;1; seconds
13917_Pepperoni_v2 ;1; seconds
plate ;0; seconds
Walls ;16; seconds
WallTVs ;4; seconds
Chess ;43; seconds
safe ;11; seconds
door ;11; seconds
pokretlo ;15; seconds
TVset4 ;0; seconds
Computer ;29; seconds
PineapllePrefab (4) ;4; seconds
SF_Door ;27; seconds
ChessFind1 ;0; seconds
frame ;1; seconds
door ;10; seconds
PineapllePrefab (5) ;0; seconds
Cables ;4; seconds
Poster ;9; seconds
SwitchBoxDoorInteractable ;5; seconds
remote control TV ;5; seconds
SwitchBoxSlider1 ;1; seconds
ChessFind2 ;0; seconds
Fridge ;23; seconds
ShinRamen ;0; seconds
PineapllePrefab (3) ;3; seconds
Whisky_Bottle ;1; seconds
SandwichPrefab ;2; seconds
SodaCanPrefab ;10; seconds
ChessFind3 ;0; seconds
ChessPieceBlack1 ;0; seconds
ChessPieceBlack8 ;0; seconds
Fridge_door ;6; seconds
ChessPieceWhite3 ;0; seconds
ChessPieceBlack6 ;0; seconds
SpaceVideUp ;13; seconds
ScrollHint1 ;8; seconds
ChessPieceWhite6 ;0; seconds
SodaNote ;9; seconds
ChessPieceBlack14 ;0; seconds
ChessPieceBlack13 ;0; seconds
ScrollHint2 ;5; seconds
ChessPieceBlack9 ;0; seconds
ChessPieceBlack15 ;0; seconds
SwitchBoxSlider2 ;0; seconds
ScrollHint3 ;4; seconds
Icon ;5; seconds
EndLevelZone ;2; seconds
