SpaceVideFront;29; seconds
SpaceVideUp;4; seconds
TVCenter;1; seconds
Chair;3; seconds
WallTVs;2; seconds
Fridge_door;3; seconds
Fridge;21; seconds
Poster;5; seconds
Floorready;10; seconds
safe;6; seconds
Cables;2; seconds
SwitchBoxDoorInteractable;1; seconds
HandColliderRight(Clone);1; seconds
ChessFind2;0; seconds
TVLeft;1; seconds
door;4; seconds
Chess;21; seconds
Walls;2; seconds
TVset4;0; seconds
Computer;8; seconds
ChessFind1;0; seconds
PineapllePrefab (4);1; seconds
SF_Door;6; seconds
frame;0; seconds
remote control TV;0; seconds
Whisky_Bottle;0; seconds
ShinRamen;0; seconds
PineapllePrefab (3);4; seconds
SandwichPrefab;4; seconds
PineapllePrefab (5);3; seconds
ApplePrefab;0; seconds
card;0; seconds
card (2);0; seconds
PizzaSliceprefab;2; seconds
13917_Pepperoni_v2;0; seconds
TVRight;1; seconds
OldExtinguisher;0; seconds
pokretlo;0; seconds
SodaCanPrefab;8; seconds
SodaNote;7; seconds
SwitchBoxSlider2;0; seconds
Icon;2; seconds
key;0; seconds
EndLevelZone;0; seconds
