SpaceVideFront;28; seconds
Floorready;30; seconds
HandColliderRight(Clone);0; seconds
TVCenter;22; seconds
SpaceVideUp;4; seconds
frame;1; seconds
Chair;5; seconds
Walls;5; seconds
safe;6; seconds
door;4; seconds
TVRight;8; seconds
TVLeft;6; seconds
ApplePrefab;0; seconds
Fridge;10; seconds
Fridge_door;1; seconds
Poster;4; seconds
SF_Door;9; seconds
PizzaSliceprefab;0; seconds
plate;0; seconds
13917_Pepperoni_v2;0; seconds
OldExtinguisher;0; seconds
Cables;2; seconds
Computer;9; seconds
PineapllePrefab (4);2; seconds
TVset4;3; seconds
PineapllePrefab;1; seconds
SodaCanPrefab;1; seconds
PineapllePrefab (3);1; seconds
Water_Bottle_FBX;0; seconds
Whisky_Bottle;0; seconds
remote control TV;13; seconds
WallTVs;8; seconds
Metal_box;0; seconds
pokretlo;13; seconds
SwitchBoxSlider1;0; seconds
card (1);0; seconds
SandwichPrefab;0; seconds
ShinRamen;0; seconds
Lock (1);0; seconds
card;0; seconds
EndLevelZone;2; seconds
