SpaceVideFront;32; seconds
SpaceVideUp;0; seconds
TVCenter;11; seconds
WallTVs;4; seconds
TVset4;0; seconds
Walls;14; seconds
Computer;85; seconds
Metal_box;8; seconds
safe;14; seconds
PizzaSliceprefab;4; seconds
TVRight;9; seconds
TVLeft;4; seconds
Cables;0; seconds
Fridge_door;2; seconds
Fridge;13; seconds
Poster;5; seconds
SwitchBoxDoorStatic;2; seconds
Whisky_Bottle;1; seconds
SandwichPrefab;1; seconds
ShinRamen;0; seconds
PineapllePrefab (3);2; seconds
HandColliderRight(Clone);0; seconds
SodaCanPrefab;1; seconds
PineapllePrefab (5);0; seconds
Floorready;22; seconds
Chair;7; seconds
13917_Pepperoni_v2;0; seconds
SF_Door;18; seconds
OldExtinguisher;1; seconds
door;7; seconds
plate;0; seconds
card (1);0; seconds
PineapllePrefab (4);1; seconds
frame;1; seconds
card;0; seconds
Lock;0; seconds
TVMessage;8; seconds
pokretlo;1; seconds
Collider;4; seconds
BrokenKey1Interactable;0; seconds
EndLevelZone;2; seconds
