SpaceVideFront;16; seconds
TVset4;1; seconds
TVLeft;2; seconds
Floorready;22; seconds
Fridge_door;6; seconds
Chair;4; seconds
TVCenter;1; seconds
WallTVs;2; seconds
Computer;17; seconds
SF_Door;24; seconds
Walls;7; seconds
PizzaSliceprefab;3; seconds
Chess;44; seconds
safe;6; seconds
door;12; seconds
pokretlo;17; seconds
HandColliderRight(Clone);2; seconds
13917_Pepperoni_v2;0; seconds
OldExtinguisher;1; seconds
TVRight;12; seconds
card;5; seconds
Cables;3; seconds
Fridge;37; seconds
PineapllePrefab (4);8; seconds
plate;4; seconds
frame;4; seconds
SwitchBoxDoorInteractable;7; seconds
SwitchBoxSlider2;0; seconds
card (2);0; seconds
Poster;7; seconds
remote control TV;4; seconds
ChessPieceBlack6;0; seconds
PineapllePrefab (3);4; seconds
SodaCanPrefab;25; seconds
SandwichPrefab;6; seconds
ScrollHint1;24; seconds
Whisky_Bottle;1; seconds
PineapllePrefab (5);0; seconds
SodaNote;6; seconds
SpaceVideUp;7; seconds
ShinRamen;0; seconds
ScrollHint4;15; seconds
Icon;4; seconds
ScrollHint5;4; seconds
SwitchBoxSlider1;0; seconds
EndLevelZone;4; seconds
