(0.24, 1.66, 16.98)
(0.23, 1.66, 16.99)
(0.22, 1.66, 16.99)
(0.23, 1.62, 16.99)
(0.23, 1.61, 16.98)
(0.24, 1.58, 16.97)
(0.25, 1.54, 16.96)
(0.26, 1.53, 16.95)
(0.25, 1.53, 16.95)
(0.24, 1.53, 16.96)
(0.23, 1.54, 16.97)
(0.22, 1.54, 16.98)
(0.21, 1.55, 16.98)
(0.21, 1.55, 16.99)
(0.20, 1.56, 16.99)
(0.20, 1.56, 16.99)
(0.20, 1.56, 16.99)
(0.19, 1.56, 16.98)
(0.19, 1.55, 16.98)
(0.19, 1.55, 16.98)
(0.19, 1.55, 16.98)
(0.19, 1.55, 16.98)
(0.20, 1.55, 16.98)
(0.20, 1.55, 16.98)
(0.20, 1.56, 16.99)
(0.20, 1.56, 16.99)
(0.20, 1.55, 16.99)
(0.20, 1.55, 16.98)
(0.20, 1.55, 16.98)
(0.20, 1.54, 16.98)
(0.21, 1.53, 16.97)
(0.21, 1.52, 16.96)
(0.22, 1.51, 16.96)
(0.22, 1.50, 16.95)
(0.23, 1.49, 16.95)
(0.24, 1.49, 16.95)
(0.24, 1.49, 16.94)
(0.25, 1.49, 16.94)
(0.25, 1.50, 16.93)
(0.25, 1.53, 16.92)
(0.24, 1.54, 16.91)
(0.24, 1.55, 16.90)
(0.23, 1.56, 16.89)
(0.23, 1.56, 16.89)
(0.23, 1.57, 16.90)
(0.22, 1.57, 16.90)
(0.22, 1.57, 16.90)
(0.22, 1.57, 16.91)
(0.22, 1.57, 16.91)
(0.22, 1.57, 16.92)
(0.22, 1.58, 16.93)
(0.22, 1.58, 16.93)
(0.21, 1.58, 16.94)
(0.21, 1.58, 16.94)
(0.21, 1.58, 16.94)
(0.20, 1.58, 16.94)
(0.20, 1.58, 16.94)
(0.20, 1.58, 16.94)
(0.20, 1.58, 16.94)
(0.21, 1.58, 16.94)
(0.21, 1.58, 16.93)
(0.21, 1.58, 16.93)
(0.21, 1.58, 16.93)
(0.21, 1.58, 16.93)
(0.21, 1.58, 16.93)
(0.21, 1.58, 16.93)
(0.21, 1.57, 16.93)
(0.21, 1.58, 16.93)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.21, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.94)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.57, 16.95)
(0.22, 1.56, 16.95)
(0.22, 1.56, 16.95)
(0.22, 1.56, 16.95)
(0.22, 1.56, 16.95)
(0.22, 1.56, 16.95)
(0.23, 1.56, 16.95)
(0.23, 1.56, 16.95)
(0.23, 1.56, 16.95)
(0.23, 1.56, 16.94)
(0.23, 1.56, 16.94)
(0.23, 1.56, 16.94)
(0.23, 1.56, 16.95)
(0.23, 1.56, 16.95)
(0.23, 1.56, 16.95)
(0.24, 1.56, 16.95)
(0.24, 1.56, 16.95)
(0.24, 1.56, 16.95)
(0.24, 1.57, 16.95)
(0.24, 1.57, 16.95)
(0.25, 1.57, 16.95)
(0.26, 1.58, 16.94)
