SpaceVideFront;16; seconds
TVCenter;16; seconds
Floorready;20; seconds
Chair;34; seconds
TVRight;10; seconds
PizzaSliceprefab;1; seconds
Walls;30; seconds
WallTVs;25; seconds
TVset4;2; seconds
Computer;27; seconds
SF_Door;50; seconds
PineapllePrefab (4);14; seconds
Poster;26; seconds
HandColliderLeft(Clone);3; seconds
SwitchBoxDoorStatic;10; seconds
HandColliderRight(Clone);0; seconds
Fridge;19; seconds
Fridge_door;9; seconds
SodaCanPrefab;6; seconds
Cables;3; seconds
PineapllePrefab (3);2; seconds
SandwichPrefab;3; seconds
TVLeft;19; seconds
safe;16; seconds
door;13; seconds
Metal_box;11; seconds
OldExtinguisher;1; seconds
13917_Pepperoni_v2;2; seconds
Water_Bottle_FBX;0; seconds
frame;1; seconds
Lock (1);0; seconds
pokretlo;10; seconds
Whisky_Bottle;1; seconds
ShinRamen;1; seconds
ScrollHint1;11; seconds
PineapllePrefab;4; seconds
MessagePrefab;1; seconds
SwitchBoxDoorInteractable;3; seconds
remote control TV;7; seconds
SwitchBoxSlider1;0; seconds
SwitchBoxSlider2;0; seconds
ScrollHint2;15; seconds
Bottle_Cracked_Half_02;0; seconds
Bottle_Cracked_Half_01;0; seconds
Revolver;1; seconds
card;0; seconds
key;2; seconds
EndLevelZone;4; seconds
