SpaceVideFront;63; seconds
Floorready;10; seconds
Chair;4; seconds
TVCenter;1; seconds
WallTVs;6; seconds
frame;1; seconds
Poster;8; seconds
Fridge;40; seconds
Fridge_door;19; seconds
Cables;3; seconds
SwitchBoxDoorInteractable;7; seconds
door;22; seconds
TVLeft;5; seconds
TVRight;11; seconds
safe;13; seconds
pokretlo;4; seconds
Walls;26; seconds
Chess;39; seconds
PineapllePrefab (4);7; seconds
Computer;18; seconds
SF_Door;44; seconds
TVset4;0; seconds
card (2);0; seconds
ChessFind1;0; seconds
13917_Pepperoni_v2;1; seconds
PineapllePrefab (5);4; seconds
PizzaSliceprefab;0; seconds
plate;0; seconds
ChessPieceBlack2;0; seconds
OldExtinguisher;7; seconds
HandColliderRight(Clone);1; seconds
card;0; seconds
remote control TV;4; seconds
ScrollHint1;29; seconds
ChessPieceBlack4;0; seconds
ChessPieceBlack1;0; seconds
ChessPieceBlack5;0; seconds
PineapllePrefab (3);1; seconds
SodaCanPrefab;4; seconds
Whisky_Bottle;1; seconds
ShinRamen;4; seconds
SodaNote;2; seconds
Icon;0; seconds
ChessFind2;0; seconds
SandwichPrefab;1; seconds
ChessPieceBlack7;0; seconds
SpaceVideUp;7; seconds
ChessPieceWhite6;0; seconds
EndLevelZone;4; seconds
