SpaceVideFront;20; seconds
Floorready;7; seconds
TVCenter;5; seconds
HeartVisualization;3; seconds
TVRight;2; seconds
safe;22; seconds
door;5; seconds
pokretlo;2; seconds
Walls;24; seconds
Computer;22; seconds
PineapllePrefab 2;1; seconds
TVset4;0; seconds
WallTVs;5; seconds
PizzaSliceprefabStatic;2; seconds
plate;0; seconds
TVLeft;1; seconds
Cables;37; seconds
Fridge_door;5; seconds
Fridge;10; seconds
13917_Pepperoni_v2;1; seconds
card;0; seconds
OldExtinguisher;2; seconds
SF_Door;9; seconds
Chair;3; seconds
ApplePrefab;0; seconds
PineapllePrefab 1;0; seconds
SandwichPrefab;0; seconds
ShinRamen;0; seconds
Poster;0; seconds
SodaCanPrefab;0; seconds
SwitchBoxDoorStatic;1; seconds
frame;1; seconds
PineapllePrefab;1; seconds
Metal_box;2; seconds
Lock;0; seconds
Revolver;0; seconds
remote control TV;0; seconds
Whisky_Bottle;0; seconds
SwitchBoxDoorInteractable;1; seconds
PizzaSliceprefab;0; seconds
HandColliderRight(Clone);0; seconds
EndLevelZone;2; seconds
SpaceVideUp;1; seconds
