SpaceVideFront;34; seconds
HeartVisualization;12; seconds
TVCenter;7; seconds
Floorready;23; seconds
TVLeft;14; seconds
WallTVs;12; seconds
Walls;20; seconds
safe;18; seconds
door;41; seconds
pokretlo;53; seconds
Computer;54; seconds
SF_Door;31; seconds
Cables;36; seconds
SwitchBoxDoorStatic;15; seconds
Poster;6; seconds
HandColliderRight(Clone);4; seconds
Fridge;9; seconds
Fridge_door;12; seconds
PineapllePrefab 1;1; seconds
Chair;4; seconds
TVRight;9; seconds
OldExtinguisher;5; seconds
PizzaSliceprefabStatic;1; seconds
ShinRamen;0; seconds
remote control TV;6; seconds
Metal_box;1; seconds
PineapllePrefab 2;6; seconds
ScrollHint1;10; seconds
13917_Pepperoni_v2;0; seconds
frame;3; seconds
Capsule (1);0; seconds
Capsule;0; seconds
SodaCanPrefab;0; seconds
PineapllePrefab;4; seconds
TVset4;3; seconds
ApplePrefab;0; seconds
Whisky_Bottle;0; seconds
ScrollHint2;14; seconds
card;5; seconds
Flash Drive USB;1; seconds
Revolver;6; seconds
ScrollHint3;2; seconds
SpaceVideUp;4; seconds
ScrollHint4;10; seconds
ScrollHint5;4; seconds
PizzaSliceprefab;0; seconds
PizzaNotePrefab;4; seconds
SwitchBoxDoorInteractable;5; seconds
Lock;0; seconds
ScrollHint6;13; seconds
SwitchBoxSlider1;0; seconds
EndLevelZone;0; seconds
