SpaceVideFront;23; seconds
ECGVisuzalization;12; seconds
TVRight;2; seconds
safe;2; seconds
door;2; seconds
Walls;4; seconds
Computer;15; seconds
frame;0; seconds
PineapllePrefab (4);4; seconds
ChessFind1;0; seconds
TVset4;0; seconds
WallTVs;0; seconds
HandColliderLeft(Clone);3; seconds
Floorready;10; seconds
pokretlo;0; seconds
Chess;16; seconds
TVCenter;3; seconds
Chair;2; seconds
card;9; seconds
Fridge_door;14; seconds
Fridge;22; seconds
Poster;25; seconds
SF_Door;23; seconds
TVLeft;55; seconds
PizzaSliceprefab;0; seconds
Cables;4; seconds
PineapllePrefab (3);0; seconds
Whisky_Bottle;2; seconds
ShinRamen;0; seconds
OldExtinguisher;0; seconds
SandwichPrefab;2; seconds
SwitchBoxDoorInteractable;10; seconds
ChessFind2;0; seconds
SwitchBoxSlider2;0; seconds
SodaNote;3; seconds
SpaceVideUp;2; seconds
HandColliderRight(Clone);0; seconds
SodaCanPrefab;5; seconds
PineapllePrefab (5);1; seconds
card (2);0; seconds
ScrollHint4;18; seconds
Icon;5; seconds
key;0; seconds
EndLevelZone;0; seconds
