SpaceVideFront;46; seconds
Cables;48; seconds
TVCenter;19; seconds
ECGVisuzalization;2; seconds
Fridge;8; seconds
WallTVs;22; seconds
PizzaSliceprefabStatic;1; seconds
safe;14; seconds
door;25; seconds
pokretlo;54; seconds
HandColliderRight(Clone);6; seconds
Walls;19; seconds
TVset4;1; seconds
PineapllePrefab 2;5; seconds
Computer;62; seconds
SF_Door;22; seconds
Fridge_door;4; seconds
TVLeft;15; seconds
Floorready;14; seconds
Chair;0; seconds
remote control TV;2; seconds
PineapllePrefab;1; seconds
Capsule;0; seconds
ApplePrefab;0; seconds
TVRight;12; seconds
frame;1; seconds
SwitchBoxDoorStatic;10; seconds
Metal_box;3; seconds
Lock;0; seconds
ShinRamen;0; seconds
PineapllePrefab 1;1; seconds
Whisky_Bottle;0; seconds
Poster;2; seconds
SpaceVideUp;0; seconds
SodaCanPrefab;0; seconds
13917_Pepperoni_v2;2; seconds
card;4; seconds
OldExtinguisher;10; seconds
Revolver;5; seconds
SandwichPrefab;0; seconds
card (2);0; seconds
Flash Drive USB;0; seconds
plate;0; seconds
Capsule (1);0; seconds
SwitchBoxDoorInteractable;1; seconds
PizzaSliceprefab;0; seconds
PizzaNotePrefab;2; seconds
EndLevelZone;2; seconds
