SpaceVideFront;38; seconds
SpaceVideUp;0; seconds
Chair;5; seconds
Floorready;7; seconds
TVCenter;4; seconds
TVLeft;6; seconds
Fridge_door;5; seconds
Fridge;10; seconds
Cables;0; seconds
TVset4;2; seconds
WallTVs;18; seconds
TVRight;5; seconds
SF_Door;41; seconds
Poster;19; seconds
PizzaSliceprefab;5; seconds
Walls;24; seconds
13917_Pepperoni_v2;1; seconds
safe;17; seconds
card (1);0; seconds
Computer;36; seconds
PineapllePrefab (4);3; seconds
frame;1; seconds
SwitchBoxDoorStatic;3; seconds
plate;0; seconds
Metal_box;0; seconds
Water_Bottle_FBX;1; seconds
ShinRamen;0; seconds
PineapllePrefab (3);4; seconds
HandColliderRight(Clone);1; seconds
SodaCanPrefab;0; seconds
ApplePrefab;0; seconds
OldExtinguisher;1; seconds
door;15; seconds
SwitchBoxDoorInteractable;4; seconds
remote control TV;1; seconds
SwitchBoxSlider2;0; seconds
SwitchBoxSlider1;0; seconds
ScrollHint3;8; seconds
pokretlo;14; seconds
ScrollHint4;10; seconds
key;0; seconds
EndLevelZone;0; seconds
