SpaceVideFront;17; seconds
TVCenter;0; seconds
Floorready;21; seconds
Chair;5; seconds
safe;10; seconds
door;5; seconds
pokretlo;2; seconds
ECGVisuzalization;9; seconds
Chess;45; seconds
Walls;3; seconds
Computer;8; seconds
frame;0; seconds
SF_Door;10; seconds
Cables;3; seconds
PineapllePrefab (5);4; seconds
Fridge;15; seconds
Fridge_door;5; seconds
Poster;1; seconds
HandColliderRight(Clone);9; seconds
SandwichPrefab;6; seconds
PizzaSliceprefab;0; seconds
OldExtinguisher;1; seconds
TVRight;0; seconds
card;1; seconds
ApplePrefab;0; seconds
TVLeft;0; seconds
Whisky_Bottle;3; seconds
PineapllePrefab (3);5; seconds
ShinRamen;3; seconds
SodaCanPrefab;11; seconds
ChessPieceBlack10;0; seconds
ChessFind1;1; seconds
SodaNote;7; seconds
WallTVs;4; seconds
TVset4;0; seconds
SwitchBoxDoorInteractable;0; seconds
SpaceVideUp;6; seconds
remote control TV;0; seconds
Icon;7; seconds
PineapllePrefab (4);1; seconds
SwitchBoxSlider2;0; seconds
key;0; seconds
EndLevelZone;3; seconds
