SpaceVideFront;12; seconds
Chair;7; seconds
ECGVisuzalization;36; seconds
TVLeft;3; seconds
TVRight;11; seconds
Floorready;25; seconds
HandColliderLeft(Clone);5; seconds
safe;24; seconds
PizzaSliceprefabStatic;1; seconds
Walls;23; seconds
WallTVs;2; seconds
TVset4;1; seconds
PineapllePrefab 2;15; seconds
Computer;52; seconds
SF_Door;30; seconds
door;18; seconds
pokretlo;58; seconds
Metal_box;7; seconds
HandColliderRight(Clone);24; seconds
Lock;0; seconds
OldExtinguisher;11; seconds
TVCenter;5; seconds
ApplePrefab;0; seconds
remote control TV;3; seconds
Fridge_door;14; seconds
Cables;25; seconds
frame;1; seconds
SwitchBoxDoorStatic;1; seconds
Fridge;10; seconds
Whisky_Bottle;0; seconds
SandwichPrefab;1; seconds
PineapllePrefab 1;7; seconds
PineapllePrefab;19; seconds
SodaCanPrefab;1; seconds
13917_Pepperoni_v2;0; seconds
ScrollHint2;17; seconds
card;3; seconds
Revolver;6; seconds
Flash Drive USB;1; seconds
card (2);0; seconds
ShinRamen;0; seconds
SpaceVideUp;2; seconds
Poster;0; seconds
ScrollHint5;9; seconds
ScrollHint6;30; seconds
PizzaSliceprefab;2; seconds
plate;0; seconds
PizzaNotePrefab;6; seconds
SwitchBoxDoorInteractable;8; seconds
SwitchBoxSlider3;1; seconds
EndLevelZone;2; seconds
