SpaceVideFront ;35; seconds
SpaceVideUp;0; seconds
TVLeft;13; seconds
TVCenter;7; seconds
Chair;1; seconds
ECGVisuzalization;34; seconds
TVRight;13; seconds
Walls;18; seconds
PizzaSliceprefab;3; seconds
13917_Pepperoni_v2;4; seconds
safe;14; seconds
WallTVs;10; seconds
TVset4;0; seconds
Computer;62; seconds
PineapllePrefab (1);5; seconds
Floorready;39; seconds
Metal_box;0; seconds
OldExtinguisher;1; seconds
SF_Door;39; seconds
card (1);0; seconds
Poster;1; seconds
Fridge;33; seconds
Fridge_door;8; seconds
HandColliderRight(Clone);2; seconds
ShinRamen;0; seconds
SodaCanPrefab;3; seconds
Cables;1; seconds
PineapllePrefab (2);11; seconds
SandwichPrefab;1; seconds
SwitchBoxDoorInteractable;1; seconds
door;14; seconds
frame;5; seconds
remote control TV;0; seconds
DartsColliderDown;0; seconds
Whisky_Bottle;0; seconds
plate;2; seconds
SwitchBoxSlider4;0; seconds
Bottle_Cracked_Half_01;0; seconds
DartsPoint1;0; seconds
card;0; seconds
ScrollHint1;8; seconds
SwitchBoxSlider2;0; seconds
PineapllePrefab;1; seconds
SwitchBoxSlider3;0; seconds
SwitchBoxSlider1;0; seconds
Lock;0; seconds
HandColliderLeft(Clone);0; seconds
ElectricityNote;0; seconds
DartsPoint2;0; seconds
ApplePrefab;0; seconds
pokretlo;0; seconds
ScrollHint4;9; seconds
BlankNotePrefab (1);0; seconds
DartsPoint3;0; seconds
UFO_body7;0; seconds
UFO_body13;0; seconds
UFO_body5;0; seconds
UFO_body3;0; seconds
UFO_body1;0; seconds
EndLevelZone;1; seconds
