SpaceVideFront ;31; seconds
ECGVisuzalization;4; seconds
TVCenter;5; seconds
TVRight;4; seconds
Floorready;21; seconds
safe;4; seconds
PizzaSliceprefab;1; seconds
TVLeft;3; seconds
Cables;3; seconds
Fridge;18; seconds
Poster;7; seconds
PineapllePrefab (2);0; seconds
Whisky_Bottle;0; seconds
SF_Door;43; seconds
SwitchBoxDoorInteractable;0; seconds
remote control TV;0; seconds
SwitchBoxSlider2;0; seconds
SwitchBoxSlider4;0; seconds
SwitchBoxSlider3;0; seconds
frame;1; seconds
door;1; seconds
Computer;31; seconds
Walls;20; seconds
WallTVs;9; seconds
TVset4;1; seconds
PineapllePrefab (1);3; seconds
BlankNotePrefab;0; seconds
Fridge_door;7; seconds
DartsColliderDown;0; seconds
SandwichPrefab;1; seconds
DartsPoint2;0; seconds
PineapllePrefab;0; seconds
plate;0; seconds
13917_Pepperoni_v2;0; seconds
OldExtinguisher;0; seconds
Metal_box;1; seconds
Lock;0; seconds
BlankNotePrefab (1);0; seconds
ScrollHint1;7; seconds
ShinRamen;0; seconds
HandColliderRight(Clone);0; seconds
Bottle_Cracked_Half_02;4; seconds
Bottle_Cracked_Half_01;1; seconds
card (1);0; seconds
ScrollHint2;12; seconds
Chair;4; seconds
UFO_body7;0; seconds
UFO_body5;0; seconds
UFO_body3;1; seconds
UFO_body1;0; seconds
UFO_body13;0; seconds
key;1; seconds
EndLevelZone;1; seconds
