SpaceVideFront;22; seconds
Chess;36; seconds
Walls;8; seconds
Computer;4; seconds
SF_Door;37; seconds
PineapllePrefab (4);4; seconds
ChessFind1;0; seconds
WallTVs;0; seconds
TVset4;0; seconds
PizzaSliceprefab;0; seconds
Floorready;14; seconds
TVRight;4; seconds
TVCenter;1; seconds
Chair;0; seconds
TVLeft;0; seconds
Fridge_door;5; seconds
Fridge;20; seconds
ShinRamen;0; seconds
PineapllePrefab (3);0; seconds
SodaCanPrefab;12; seconds
Cables;5; seconds
PineapllePrefab (5);0; seconds
HandColliderRight(Clone);1; seconds
safe;1; seconds
door;1; seconds
pokretlo;0; seconds
13917_Pepperoni_v2;0; seconds
plate;0; seconds
Poster;5; seconds
SwitchBoxDoorInteractable;1; seconds
remote control TV;0; seconds
frame;1; seconds
SodaNote;21; seconds
SpaceVideUp;11; seconds
Whisky_Bottle;0; seconds
SwitchBoxSlider2;0; seconds
Icon;4; seconds
ChessPieceBlack5;0; seconds
SandwichPrefab;1; seconds
ScrollHint4;13; seconds
SwitchBoxSlider1;0; seconds
EndLevelZone;0; seconds
