SpaceVideFront;51; seconds
TVCenter;20; seconds
Chair;5; seconds
TVLeft;10; seconds
Floorready;53; seconds
TVRight;44; seconds
Walls;21; seconds
Computer;41; seconds
PineapllePrefab 2;2; seconds
TVset4;6; seconds
WallTVs;19; seconds
PizzaSliceprefabStatic;3; seconds
13917_Pepperoni_v2;1; seconds
safe;17; seconds
Cables;45; seconds
ECGVisuzalization;3; seconds
Fridge_door;8; seconds
Fridge;20; seconds
SF_Door;25; seconds
PineapllePrefab 1;2; seconds
HandColliderLeft(Clone);2; seconds
ShinRamen;0; seconds
SodaCanPrefab;0; seconds
SwitchBoxDoorStatic;15; seconds
frame;5; seconds
door;29; seconds
pokretlo;11; seconds
Metal_box;4; seconds
OldExtinguisher;3; seconds
remote control TV;4; seconds
ScrollHint1;13; seconds
Poster;0; seconds
HandColliderRight(Clone);2; seconds
Revolver;14; seconds
card;10; seconds
card (2);0; seconds
plate;1; seconds
Flash Drive USB;0; seconds
PineapllePrefab;0; seconds
SandwichPrefab;0; seconds
Whisky_Bottle;0; seconds
ScrollHint4;18; seconds
ScrollHint5;7; seconds
ScrollHint6;20; seconds
SwitchBoxDoorInteractable;2; seconds
EndLevelZone;5; seconds
