SpaceVideFront ;59; seconds
Chair;7; seconds
WallTVs;6; seconds
TVCenter;8; seconds
TVRight;6; seconds
safe;47; seconds
door;9; seconds
Walls;40; seconds
Computer;39; seconds
pokretlo;1; seconds
Floorready;25; seconds
PineapllePrefab (1);3; seconds
frame;0; seconds
Metal_box;2; seconds
PizzaSliceprefab;1; seconds
plate;0; seconds
13917_Pepperoni_v2;1; seconds
TVset4;1; seconds
SF_Door;26; seconds
PineapllePrefab;4; seconds
Fridge;12; seconds
TVLeft;3; seconds
Cables;3; seconds
Fridge_door;5; seconds
Poster;31; seconds
OldExtinguisher;2; seconds
card;1; seconds
Lock;0; seconds
DartsColliderDown;0; seconds
SpaceVideUp;3; seconds
SwitchBoxDoorInteractable;3; seconds
remote control TV;2; seconds
SwitchBoxSlider4;0; seconds
SwitchBoxSlider3;0; seconds
HandColliderRight(Clone);2; seconds
PineapllePrefab (2);2; seconds
Whisky_Bottle;0; seconds
DartsPoint2;1; seconds
DartsPoint1;0; seconds
ShinRamen;0; seconds
SandwichPrefab;0; seconds
SodaCanPrefab;0; seconds
BlankNotePrefab;0; seconds
ApplePrefab;0; seconds
ScrollHint4;26; seconds
DartsPoint3;0; seconds
UFO_body13;0; seconds
UFO_body11;0; seconds
ScrollHint5;3; seconds
UFO_body1;0; seconds
UFO_body7;0; seconds
UFO_body5;0; seconds
key;3; seconds
Revolver (1);0; seconds
EndLevelZone;4; seconds
